Date,^DJI,^IXIC,Gold_Close,DJI_per_oz_gold,IXIC_per_oz_gold
2024-01-05,37466.109375,14524.0703125,2042.4000244140625,18.344158307454258,7.11127601786372
2024-01-08,37683.01171875,14843.76953125,2026.5999755859375,18.594203184007718,7.324469411857325
2024-01-12,37592.98046875,14972.759765625,2046.699951171875,18.36760705799864,7.3155616958177365
2024-01-19,37863.80078125,15310.9697265625,2026.5,18.684332978657785,7.55537612956452
2024-01-22,38001.80859375,15360.2900390625,2019.800048828125,18.814638912301444,7.604856752020796
2024-01-26,38109.4296875,15455.3603515625,2016.800048828125,18.895988082528923,7.663308199810357
2024-01-29,38333.44921875,15628.0400390625,2025.199951171875,18.928229381285774,7.7167886706788575
2024-02-02,38654.421875,15628.9501953125,2036.0999755859375,18.98454021830448,7.675924749625758
2024-02-05,38380.12109375,15597.6796875,2025.699951171875,18.946597234969058,7.699896363465223
2024-02-09,38671.69140625,15990.66015625,2023.300048828125,19.113176727617958,7.903256941802393
2024-02-12,38797.37890625,15942.5498046875,2018.199951171875,19.223753763209718,7.899390640372577
2024-02-16,38627.98828125,15775.650390625,2011.5,19.203573592468306,7.8427295006835696
2024-02-23,39131.53125,15996.8203125,2038.5999755859375,19.19529663427606,7.846963849738186
2024-02-26,39069.23046875,15976.25,2028.5,19.2601579831156,7.8758935173773725
2024-03-01,39087.37890625,16274.9404296875,2086.89990234375,18.72987720319113,7.798620533457059
2024-03-04,38989.828125,16207.509765625,2117.699951171875,18.411403420689574,7.653355120802749
2024-03-08,38722.69140625,16085.1103515625,2178.60009765625,17.77411625378521,7.383232181466874
2024-03-11,38769.66015625,16019.26953125,2182.5,17.763876360252006,7.339871491981673
2024-03-15,38714.76953125,15973.169921875,2157.300048828125,17.945936427471178,7.40424120907606
2024-03-18,38790.4296875,16103.4501953125,2160.699951171875,17.952714659183318,7.452885897728951
2024-03-22,39475.8984375,16428.8203125,2158.10009765625,18.29196823649274,7.612631281719557
2024-03-25,39313.640625,16384.470703125,2174.800048828125,18.07689890672196,7.53378257093274
2024-04-01,39566.8515625,16396.830078125,2236.5,17.691415856248604,7.331468847809076
2024-04-05,38904.0390625,16248.51953125,2325.699951171875,16.727884026009896,6.9865072332579645
2024-04-08,38892.80078125,16253.9599609375,2331.699951171875,16.680019554704327,6.970862590089484
2024-04-12,37983.23828125,16175.08984375,2356.199951171875,16.12054964280885,6.864905432030583
2024-04-15,37735.109375,15885.01953125,2365.800048828125,15.950253020618417,6.714438753654808
2024-04-19,37986.3984375,15282.009765625,2398.39990234375,15.838225477068757,6.371752163053045
2024-04-22,38239.98046875,15451.3095703125,2332.199951171875,16.396527428763267,6.625207912618549
2024-04-26,38239.66015625,15927.900390625,2334.800048828125,16.37813061355859,6.821954795923308
2024-04-29,38386.08984375,15983.080078125,2345.39990234375,16.366543635220122,6.814650270153573
2024-05-03,38675.6796875,16156.330078125,2299.0,16.822827180295782,7.027546793442801
2024-05-06,38852.26953125,16349.25,2321.60009765625,16.73512573094434,7.042233508046986
2024-05-10,39512.83984375,16340.8701171875,2367.300048828125,16.691099154629715,6.902745651222647
2024-05-13,39431.51171875,16388.240234375,2336.10009765625,16.879204687466363,7.01521319690749
2024-05-17,40003.58984375,16685.970703125,2412.199951171875,16.583861476456704,6.9173248656351065
2024-05-20,39806.76953125,16794.869140625,2433.89990234375,16.355138308242523,6.900394352476123
2024-05-24,39069.58984375,16920.7890625,2332.5,16.750092108788852,7.254357583065381
2024-05-31,38686.3203125,16735.01953125,2322.89990234375,16.6543208656845,7.204365334194887
2024-06-03,38571.03125,16828.669921875,2346.60009765625,16.43698527436532,7.171511643029092
2024-06-07,38798.98828125,17133.130859375,2305.199951171875,16.831072836664813,7.43238383753443
2024-06-10,38868.0390625,17192.529296875,2307.699951171875,16.842761140919723,7.450071352709631
2024-06-14,38589.16015625,17688.880859375,2331.39990234375,16.55192664178137,7.5872358241039715
2024-06-17,38778.1015625,17857.01953125,2312.39990234375,16.76963466535186,7.722288654808749
2024-06-21,39150.328125,17689.359375,2316.39990234375,16.90136840594209,7.636574046261088
2024-06-24,39411.2109375,17496.8203125,2330.0,16.91468280579399,7.509364940987124
2024-06-28,39118.859375,17732.599609375,2327.699951171875,16.805799800487904,7.618077922993281
2024-07-01,39169.51953125,17879.30078125,2327.60009765625,16.828285739758858,7.681431530808645
2024-07-05,39375.87109375,18352.759765625,2388.5,16.485606486811808,7.683801450962948
2024-07-08,39344.7890625,18403.740234375,2355.199951171875,16.705498419751258,7.814088237059391
2024-07-12,40000.8984375,18398.44921875,2414.0,16.570380462924607,7.621561399647887
2024-07-15,40211.71875,18472.5703125,2422.89990234375,16.59652497864311,7.624157438213143
2024-07-19,40287.53125,17726.939453125,2395.5,16.818005113754957,7.400099959559591
2024-07-22,40415.44140625,18007.5703125,2392.0,16.896087544418897,7.52824845840301
2024-07-26,40589.33984375,17357.880859375,2380.0,17.054344472163866,7.2932272518382355
2024-07-29,40539.9296875,17370.19921875,2377.300048828125,17.052929312597247,7.306691987539616
2024-08-02,39737.26171875,16776.16015625,2425.699951171875,16.381771248976037,6.916007953970277
2024-08-05,38703.26953125,16200.080078125,2401.699951171875,16.11494787780018,6.745255613724939
2024-08-09,39497.5390625,16745.30078125,2432.10009765625,16.24009599792489,6.885119900034954
2024-08-12,39357.01171875,16780.609375,2462.39990234375,15.983192527456403,6.814737670769057
2024-08-16,40659.76171875,17631.720703125,2498.60009765625,16.273016941322417,7.056639723845364
2024-08-19,40896.53125,17876.76953125,2501.800048828125,16.34684245415874,7.1455628676735
2024-08-23,41175.078125,17877.7890625,2508.39990234375,16.41487790145727,7.1271686168524
2024-08-26,41240.51953125,17725.76953125,2517.699951171875,16.3802360611138,7.040461482711416
2024-08-30,41563.078125,17713.619140625,2493.800048828125,16.666564003209132,7.10306311404112
2024-09-06,40345.41015625,16690.830078125,2493.5,16.18023266743533,6.693735744184881
2024-09-09,40829.58984375,16884.599609375,2501.800048828125,16.320085157434985,6.748980446012847
2024-09-13,41393.78125,17683.98046875,2581.300048828125,16.036020790683445,6.850803910524964
2024-09-16,41622.078125,17592.130859375,2580.39990234375,16.130088242212032,6.817598637868593
2024-09-20,42063.359375,17948.3203125,2619.89990234375,16.05533071602099,6.850765671025644
2024-09-23,42124.6484375,17974.26953125,2626.5,16.038320364553588,6.843430242242528
2024-09-27,42313.0,18119.58984375,2644.300048828125,16.00158802657507,6.852319899090144
2024-09-30,42330.1484375,18189.169921875,2636.10009765625,16.057868392454303,6.900030062609134
2024-10-04,42352.75,18137.849609375,2645.800048828125,16.007539957057162,6.855336485993565
2024-10-07,41954.23828125,17923.900390625,2644.800048828125,15.862914967745615,6.777034202856597
2024-10-11,42863.859375,18342.939453125,2657.60009765625,16.12878454241548,6.902069077022433
2024-10-14,43065.21875,18502.689453125,2647.800048828125,16.264528270954596,6.987948150130899
2024-10-18,43275.91015625,18489.55078125,2713.699951171875,15.947197897675414,6.813410146271158
2024-10-21,42931.6015625,18540.009765625,2723.10009765625,15.765708208615202,6.808420219874486
2024-10-25,42114.3984375,18518.609375,2740.89990234375,15.365172001169352,6.756397546355011
2024-10-28,42387.5703125,18567.189453125,2742.89990234375,15.453560764751465,6.76918229398737
2024-11-01,42052.19140625,18239.919921875,2738.60009765625,15.35536036905831,6.660307920636202
2024-11-04,41794.6015625,18179.98046875,2736.10009765625,15.275245813667913,6.644486612285499
2024-11-08,43988.98828125,19286.779296875,2687.5,16.367995639534882,7.1764760174418605
2024-11-11,44293.12890625,19298.759765625,2611.199951171875,16.96274882602222,7.390762916093021
2024-11-15,43444.98828125,18680.119140625,2565.699951171875,16.932996495325437,7.2807107207110935
2024-11-18,43389.6015625,18791.810546875,2610.60009765625,16.62054697747633,7.198272368006862
2024-11-22,44296.51171875,19003.650390625,2709.89990234375,16.346180049100205,7.012676141354535
2024-11-25,44736.5703125,19054.83984375,2616.800048828125,17.09590701533893,7.28173321927416
2024-11-29,44910.6484375,19218.169921875,2657.0,16.902765689687616,7.233033467021077
2024-12-02,44782.0,19403.94921875,2634.89990234375,16.99571204210312,7.364207346734553
2024-12-06,44642.51953125,19859.76953125,2638.60009765625,16.91901685704626,7.526631090816127
2024-12-09,44401.9296875,19736.689453125,2664.89990234375,16.66176266074722,7.406165400721731
2024-12-13,43828.05859375,19926.720703125,2656.0,16.501528084996234,7.502530385212726
2024-12-16,43717.48046875,20173.890625,2651.39990234375,16.488452168269745,7.6087694682220315
2024-12-20,42840.26171875,19572.599609375,2628.699951171875,16.297128814436125,7.4457336222985555
2024-12-23,42906.94921875,19764.880859375,2612.300048828125,16.424969726581757,7.566083715475757
2024-12-27,42992.2109375,19722.029296875,2617.199951171875,16.426796476994372,7.535545493207075
2024-12-30,42573.73046875,19486.7890625,2606.10009765625,16.33618390446243,7.477375516015329
2025-01-03,42732.12890625,19621.6796875,2645.0,16.155814331285445,7.418404418714556
2025-01-06,42706.55859375,19864.98046875,2638.39990234375,16.18653736145639,7.529177230147519
2025-01-10,41938.44921875,19161.630859375,2708.5,15.484013003045966,7.074628340179066
2025-01-13,42297.12109375,19088.099609375,2673.5,15.82087940667664,7.139741765242192
2025-01-17,43487.828125,19630.19921875,2744.300048828125,15.846601082695107,7.153080519432456
2025-01-24,44424.25,19954.30078125,2777.300048828125,15.995480941551383,7.18478393779227
2025-01-27,44713.578125,19341.830078125,2737.5,16.33372716894977,7.0655087043378995
2025-01-31,44544.66015625,19627.439453125,2812.5,15.838101388888889,6.978645138888889
2025-02-03,44421.91015625,19391.9609375,2833.89990234375,15.675186734546015,6.842853172570444
2025-02-07,44303.3984375,19523.400390625,2867.300048828125,15.451259959907908,6.808984081942969
2025-02-10,44470.41015625,19714.26953125,2914.300048828125,15.259379408833379,6.764667055877566
2025-02-14,44546.078125,20026.76953125,2883.60009765625,15.448077617006058,6.945057862748541
2025-02-21,43428.01953125,19524.009765625,2937.60009765625,14.78350288927987,6.646244933475505
2025-02-24,43461.2109375,19286.9296875,2947.89990234375,14.743109460041651,6.542599927550383
2025-02-28,43840.91015625,18847.279296875,2836.800048828125,15.454353285971132,6.643851865647268
2025-03-03,43191.23828125,18350.189453125,2890.199951171875,14.944031212697746,6.349107246259775
2025-03-07,42801.71875,18196.220703125,2904.699951171875,14.735332209694166,6.2644063101195355
2025-03-10,41911.7109375,17468.3203125,2891.0,14.49730575492909,6.0423107272570045
2025-03-14,41488.19140625,17754.08984375,2994.5,13.85479759767908,5.92889959717816
2025-03-17,41841.62890625,17808.66015625,3000.0,13.947209635416666,5.936220052083334
2025-03-21,41985.3515625,17784.05078125,3018.199951171875,13.91072567813089,5.892270581458659
2025-03-24,42583.3203125,18188.58984375,3013.10009765625,14.132726737363813,6.036503685323317
2025-03-28,41583.8984375,17322.990234375,3086.5,13.472832800097198,5.612502910861817
2025-03-31,42001.76171875,17299.2890625,3122.800048828125,13.450032362626533,5.539672342771931
2025-04-04,38314.859375,15587.7900390625,3012.0,12.720736844289508,5.175229096634296
2025-04-07,37965.6015625,15603.259765625,2951.300048828125,12.864026339028127,5.2869106859604456
2025-04-11,40212.7109375,16724.4609375,3222.199951171875,12.479893100015449,5.190385820537772
2025-04-14,40524.7890625,16831.48046875,3204.800048828125,12.6450288458147,5.251959626905473
2025-04-21,38170.41015625,15870.900390625,3406.199951171875,11.20615662715801,4.659415365549737
2025-04-25,40113.5,17382.939453125,3282.39990234375,12.220783936581748,5.295801843252848
2025-04-28,40227.58984375,17366.130859375,3332.5,12.071294776819204,5.21114204332333
2025-05-02,41317.4296875,17977.73046875,3231.89990234375,12.784254134089025,5.562588883310613
2025-05-05,41218.828125,17844.240234375,3311.300048828125,12.447929066285436,5.388892571269737
2025-05-09,41249.37890625,17928.919921875,3335.39990234375,12.36714640342362,5.375343421122168
2025-05-12,42410.1015625,18708.33984375,3220.0,13.170838994565218,5.810043429736025
2025-05-16,42654.73828125,19211.099609375,3182.0,13.405008887884978,6.037429166994029
2025-05-19,42792.0703125,19215.4609375,3228.89990234375,13.2528327314943,5.951085979330651
2025-05-23,41603.0703125,18737.2109375,3363.60009765625,12.368613718821372,5.570582231388342
2025-05-30,42270.0703125,19113.76953125,3288.89990234375,12.852343205208927,5.81159965301135
2025-06-02,42305.48046875,19242.609375,3370.60009765625,12.551320015141266,5.7089565114474325
2025-06-06,42762.87109375,19529.94921875,3322.699951171875,12.869916550445089,5.877734825818994
2025-06-09,42761.76171875,19591.240234375,3332.10009765625,12.833276451937321,5.879547330572449
2025-06-13,42197.7890625,19406.830078125,3431.199951171875,12.298259985719566,5.655989261569233
2025-06-16,42515.08984375,19701.2109375,3396.39990234375,12.51769257631048,5.800615800249201
2025-06-20,42206.8203125,19447.41015625,3368.10009765625,12.531343810675441,5.77400005711909
2025-06-23,42581.78125,19630.970703125,3377.699951171875,12.60673886537094,5.811934448562886
2025-06-27,43819.26953125,20273.4609375,3273.699951171875,13.385243053678199,6.192828066067197
2025-06-30,44094.76953125,20369.73046875,3294.39990234375,13.384765310331467,6.183138378026987
2025-07-07,44406.359375,20412.51953125,3332.199951171875,13.326438996970479,6.125838734278621
2025-07-11,44371.51171875,20585.529296875,3356.0,13.221546996051847,6.133947943049762
2025-07-14,44459.6484375,20640.330078125,3351.5,13.265597027450395,6.15853500764583
2025-07-18,44342.19140625,20895.650390625,3353.0,13.22463209252908,6.231926749366239
2025-07-21,44323.0703125,20974.1796875,3401.89990234375,13.028916659765173,6.165431167757102
2025-07-25,44901.921875,21108.3203125,3334.0,13.46788298590282,6.331229847780444
2025-07-28,44837.55859375,21178.580078125,3309.10009765625,13.549774038418265,6.400102581703479
2025-08-01,43588.578125,20650.130859375,3347.699951171875,13.020455465174427,6.1684533143857
2025-08-04,44173.640625,21053.580078125,3374.39990234375,13.09081374567324,6.239207173845002
2025-08-08,44175.609375,21450.01953125,3439.10009765625,12.845107185192347,6.237102416957334
2025-08-11,43975.08984375,21385.400390625,3353.10009765625,13.114756065435598,6.377799578835409
2025-08-15,44946.12109375,21622.98046875,3336.0,13.473057881819544,6.481708773606115
2025-08-18,44911.8203125,21629.76953125,3331.699951171875,13.480151565480243,6.492112089398104
2025-08-22,45631.73828125,21496.5390625,3374.39990234375,13.522919512164417,6.370477621093218
2025-08-25,45282.46875,21449.2890625,3373.800048828125,13.42179977907365,6.357605297311653
2025-08-29,45544.87890625,21455.55078125,3473.699951171875,13.111345120894837,6.176569963681472
2025-09-05,45400.859375,21700.390625,3613.199951171875,12.565277313334144,6.005864861689118
2025-09-08,45514.94921875,21798.69921875,3638.10009765625,12.510636870071773,5.991781048793363
2025-09-12,45834.21875,22141.099609375,3649.39990234375,12.55938509796198,6.067052173469766
2025-09-15,45883.44921875,22348.75,3682.199951171875,12.460879318665844,6.069401525272255
2025-09-19,46315.26953125,22631.48046875,3671.5,12.614808533637477,6.164096546030233
2025-09-22,46381.5390625,22788.98046875,3740.699951171875,12.399160496144507,6.092170119554962
2025-09-26,46247.2890625,22484.0703125,3775.300048828125,12.24996383449189,5.955571748391015
2025-09-29,46316.0703125,22591.150390625,3820.89990234375,12.121770131714156,5.912520863675996
2025-10-03,46758.28125,22780.509765625,3880.800048828125,12.048619011979108,5.870055009019073
2025-10-06,46694.96875,22941.669921875,3948.5,11.826001962770672,5.810224115961757
2025-10-10,45479.6015625,22204.4296875,3975.89990234375,11.438819557728369,5.584755711382655
2025-10-13,46067.578125,22694.609375,4108.60009765625,11.21247554642255,5.523684183317362
2025-10-17,46190.609375,22679.970703125,4189.89990234375,11.024275150144245,5.413010151015364
